,img_id,file_name,hour,minute,bbox_det,new_file_name,image_url,base_image_url
823,851,The Black Cannon Incident 9.42 a.m.png,9,42,"[589.78, 48.34, 654.57, 432.4]",The_Black_Cannon_Incident_9.42_a.m.png,https://static.wikia.nocookie.net/theclock/images/a/a4/The_Black_Cannon_Incident_9.42_a.m.png/revision/latest/scale-to-width-down/185?cb=20210315013237,https://static.wikia.nocookie.net/theclock/images/a/a4/The_Black_Cannon_Incident_9.42_a.m.png
824,852,The Black Cannon Incident 11.07 a.m.png,11,7,"[357.93, 42.75, 1060.75, 687.17]",The_Black_Cannon_Incident_11.07_a.m.png,https://static.wikia.nocookie.net/theclock/images/4/4d/The_Black_Cannon_Incident_11.07_a.m.png/revision/latest/scale-to-width-down/185?cb=20210315013242,https://static.wikia.nocookie.net/theclock/images/4/4d/The_Black_Cannon_Incident_11.07_a.m.png
825,853,The Black Cannon Incident 11.21 a.m.png,11,21,"[705.54, 31.1, 441.79, 293.11]",The_Black_Cannon_Incident_11.21_a.m.png,https://static.wikia.nocookie.net/theclock/images/7/75/The_Black_Cannon_Incident_11.21_a.m.png/revision/latest/scale-to-width-down/185?cb=20210315013302,https://static.wikia.nocookie.net/theclock/images/7/75/The_Black_Cannon_Incident_11.21_a.m.png
826,854,The Black Dahlia 11.48 a.m.png,11,48,"[886.85, 107.62, 123.07, 124.64]",The_Black_Dahlia_11.48_a.m.png,https://static.wikia.nocookie.net/theclock/images/3/39/The_Black_Dahlia_11.48_a.m.png/revision/latest/scale-to-width-down/185?cb=20210331215856,https://static.wikia.nocookie.net/theclock/images/3/39/The_Black_Dahlia_11.48_a.m.png
827,855,The Bodyguard 7.41 p.m.png,7,41,"[1261.06, 15.16, 653.94, 658.69]",The_Bodyguard_7.41_p.m.png,https://static.wikia.nocookie.net/theclock/images/f/f5/The_Bodyguard_7.41_p.m.png/revision/latest/scale-to-width-down/185?cb=20200820225101,https://static.wikia.nocookie.net/theclock/images/f/f5/The_Bodyguard_7.41_p.m.png
828,856,The Breakfast Club 6.56 a.m.png,6,56,"[830.95, 108.67, 826.57, 803.06]",The_Breakfast_Club_6.56_a.m.png,https://static.wikia.nocookie.net/theclock/images/4/40/The_Breakfast_Club_6.56_a.m.png/revision/latest/scale-to-width-down/185?cb=20200730071707,https://static.wikia.nocookie.net/theclock/images/4/40/The_Breakfast_Club_6.56_a.m.png
829,857,The Breakfast Club 7.44 a.m.png,7,44,"[479.97, 53.16, 966.0, 952.78]",The_Breakfast_Club_7.44_a.m.png,https://static.wikia.nocookie.net/theclock/images/a/ad/The_Breakfast_Club_7.44_a.m.png/revision/latest/scale-to-width-down/185?cb=20200730071718,https://static.wikia.nocookie.net/theclock/images/a/ad/The_Breakfast_Club_7.44_a.m.png
830,858,The Breakfast Club 10.22 a.m.png,10,22,"[484.77, 56.71, 963.39, 949.8]",The_Breakfast_Club_10.22_a.m.png,https://static.wikia.nocookie.net/theclock/images/3/39/The_Breakfast_Club_10.22_a.m.png/revision/latest/scale-to-width-down/185?cb=20200730071727,https://static.wikia.nocookie.net/theclock/images/3/39/The_Breakfast_Club_10.22_a.m.png
831,859,The Captain's Paradise 11.09 a.m.png,11,9,"[1165.31, 36.1, 182.6, 179.22]",The_Captain%27s_Paradise_11.09_a.m.png,https://static.wikia.nocookie.net/theclock/images/2/2b/The_Captain%27s_Paradise_11.09_a.m.png/revision/latest/scale-to-width-down/185?cb=20200825030603,https://static.wikia.nocookie.net/theclock/images/2/2b/The_Captain%27s_Paradise_11.09_a.m.png
832,860,The Cat and the Canary 11.56 p.m.png,11,56,"[161.47, 121.54, 258.06, 266.06]",The_Cat_and_the_Canary_11.56_p.m.png,https://static.wikia.nocookie.net/theclock/images/9/9c/The_Cat_and_the_Canary_11.56_p.m.png/revision/latest/scale-to-width-down/185?cb=20201009165912,https://static.wikia.nocookie.net/theclock/images/9/9c/The_Cat_and_the_Canary_11.56_p.m.png
833,861,The Cincinnati Kid 8.06 p.m.png,8,6,"[711.5, 345.17, 374.64, 417.03]",The_Cincinnati_Kid_8.06_p.m.png,https://static.wikia.nocookie.net/theclock/images/7/7b/The_Cincinnati_Kid_8.06_p.m.png/revision/latest/scale-to-width-down/185?cb=20200929161034,https://static.wikia.nocookie.net/theclock/images/7/7b/The_Cincinnati_Kid_8.06_p.m.png
834,862,The Cincinnati Kid 12.14 a.m.png,12,14,"[748.07, 260.71, 388.37, 361.45]",The_Cincinnati_Kid_12.14_a.m.png,https://static.wikia.nocookie.net/theclock/images/f/f2/The_Cincinnati_Kid_12.14_a.m.png/revision/latest/scale-to-width-down/185?cb=20200929161022,https://static.wikia.nocookie.net/theclock/images/f/f2/The_Cincinnati_Kid_12.14_a.m.png
835,863,The Consequences of Love 3.31 p.m.png,3,31,"[327.15, 45.97, 230.69, 268.83]",The_Consequences_of_Love_3.31_p.m.png,https://static.wikia.nocookie.net/theclock/images/d/d2/The_Consequences_of_Love_3.31_p.m.png/revision/latest/scale-to-width-down/185?cb=20200804051452,https://static.wikia.nocookie.net/theclock/images/d/d2/The_Consequences_of_Love_3.31_p.m.png
836,864,The Consequences of Love 4.03 p.m.png,4,3,"[299.26, 2.66, 399.41, 416.33]",The_Consequences_of_Love_4.03_p.m.png,https://static.wikia.nocookie.net/theclock/images/8/85/The_Consequences_of_Love_4.03_p.m.png/revision/latest/scale-to-width-down/185?cb=20200804051457,https://static.wikia.nocookie.net/theclock/images/8/85/The_Consequences_of_Love_4.03_p.m.png
837,865,The Consequences of Love 4.34 p.m.png,4,34,"[392.27, 275.07, 120.76, 128.22]",The_Consequences_of_Love_4.34_p.m.png,https://static.wikia.nocookie.net/theclock/images/d/db/The_Consequences_of_Love_4.34_p.m.png/revision/latest/scale-to-width-down/185?cb=20200804051501,https://static.wikia.nocookie.net/theclock/images/d/db/The_Consequences_of_Love_4.34_p.m.png
838,866,The Consequences of Love 5.52 a.m.png,5,52,"[868.37, 1.01, 105.5, 116.6]",The_Consequences_of_Love_5.52_a.m.png,https://static.wikia.nocookie.net/theclock/images/8/83/The_Consequences_of_Love_5.52_a.m.png/revision/latest/scale-to-width-down/185?cb=20200804051443,https://static.wikia.nocookie.net/theclock/images/8/83/The_Consequences_of_Love_5.52_a.m.png
839,867,The Consequences of Love 8.30 a.m.png,8,30,"[105.41, 309.83, 120.22, 120.47]",The_Consequences_of_Love_8.30_a.m.png,https://static.wikia.nocookie.net/theclock/images/d/d7/The_Consequences_of_Love_8.30_a.m.png/revision/latest/scale-to-width-down/185?cb=20200804051448,https://static.wikia.nocookie.net/theclock/images/d/d7/The_Consequences_of_Love_8.30_a.m.png
840,868,The Counterfeiters of Paris 1.00 p.m.png,1,0,"[573.13, 357.34, 416.49, 415.14]",The_Counterfeiters_of_Paris_1.00_p.m.png,https://static.wikia.nocookie.net/theclock/images/8/86/The_Counterfeiters_of_Paris_1.00_p.m.png/revision/latest/scale-to-width-down/185?cb=20210403202511,https://static.wikia.nocookie.net/theclock/images/8/86/The_Counterfeiters_of_Paris_1.00_p.m.png
841,869,The Counterfeiters of Paris 2.01 p.m.png,2,1,"[828.46, 282.01, 168.41, 202.72]",The_Counterfeiters_of_Paris_2.01_p.m.png,https://static.wikia.nocookie.net/theclock/images/d/da/The_Counterfeiters_of_Paris_2.01_p.m.png/revision/latest/scale-to-width-down/185?cb=20210403202515,https://static.wikia.nocookie.net/theclock/images/d/da/The_Counterfeiters_of_Paris_2.01_p.m.png
842,870,The Counterfeiters of Paris 4.00 p.m. 1.png,4,0,"[836.2, 496.78, 120.32, 122.76]",The_Counterfeiters_of_Paris_4.00_p.m._1.png,https://static.wikia.nocookie.net/theclock/images/9/99/The_Counterfeiters_of_Paris_4.00_p.m._1.png/revision/latest/scale-to-width-down/185?cb=20210403202520,https://static.wikia.nocookie.net/theclock/images/9/99/The_Counterfeiters_of_Paris_4.00_p.m._1.png
843,871,The Counterfeiters of Paris 4.47 p.m. 1.png,4,47,"[721.39, 243.26, 158.59, 209.58]",The_Counterfeiters_of_Paris_4.47_p.m._1.png,https://static.wikia.nocookie.net/theclock/images/c/ca/The_Counterfeiters_of_Paris_4.47_p.m._1.png/revision/latest/scale-to-width-down/185?cb=20210403202529,https://static.wikia.nocookie.net/theclock/images/c/ca/The_Counterfeiters_of_Paris_4.47_p.m._1.png
844,872,The Counterfeiters of Paris 5.23 p.m.png,5,23,"[436.14, 698.11, 153.16, 138.94]",The_Counterfeiters_of_Paris_5.23_p.m.png,https://static.wikia.nocookie.net/theclock/images/7/72/The_Counterfeiters_of_Paris_5.23_p.m.png/revision/latest/scale-to-width-down/185?cb=20210403202557,https://static.wikia.nocookie.net/theclock/images/7/72/The_Counterfeiters_of_Paris_5.23_p.m.png
845,873,The Counterfeiters of Paris 8.33 a.m.png,8,33,"[710.32, 490.64, 344.5, 297.17]",The_Counterfeiters_of_Paris_8.33_a.m.png,https://static.wikia.nocookie.net/theclock/images/7/77/The_Counterfeiters_of_Paris_8.33_a.m.png/revision/latest/scale-to-width-down/185?cb=20210403202455,https://static.wikia.nocookie.net/theclock/images/7/77/The_Counterfeiters_of_Paris_8.33_a.m.png
846,874,The Counterfeiters of Paris 12.10 p.m.png,12,10,"[792.48, 187.22, 469.53, 393.22]",The_Counterfeiters_of_Paris_12.10_p.m.png,https://static.wikia.nocookie.net/theclock/images/f/fe/The_Counterfeiters_of_Paris_12.10_p.m.png/revision/latest/scale-to-width-down/185?cb=20210403202501,https://static.wikia.nocookie.net/theclock/images/f/fe/The_Counterfeiters_of_Paris_12.10_p.m.png
847,875,The Counterfeiters of Paris 12.20 p.m.png,12,20,"[741.96, 526.86, 254.63, 196.58]",The_Counterfeiters_of_Paris_12.20_p.m.png,https://static.wikia.nocookie.net/theclock/images/5/5c/The_Counterfeiters_of_Paris_12.20_p.m.png/revision/latest/scale-to-width-down/185?cb=20210403202506,https://static.wikia.nocookie.net/theclock/images/5/5c/The_Counterfeiters_of_Paris_12.20_p.m.png
848,876,The Curious Case of Benjamin Button 1.57 a.m.png,1,57,"[128.19, 69.95, 198.73, 192.07]",The_Curious_Case_of_Benjamin_Button_1.57_a.m.png,https://static.wikia.nocookie.net/theclock/images/5/5b/The_Curious_Case_of_Benjamin_Button_1.57_a.m.png/revision/latest/scale-to-width-down/185?cb=20210604185913,https://static.wikia.nocookie.net/theclock/images/5/5b/The_Curious_Case_of_Benjamin_Button_1.57_a.m.png
849,877,The Curious Case of Benjamin Button 5.32 p.m.png,5,32,"[857.62, 158.39, 162.8, 172.14]",The_Curious_Case_of_Benjamin_Button_5.32_p.m.png,https://static.wikia.nocookie.net/theclock/images/1/1b/The_Curious_Case_of_Benjamin_Button_5.32_p.m.png/revision/latest/scale-to-width-down/185?cb=20210604185930,https://static.wikia.nocookie.net/theclock/images/1/1b/The_Curious_Case_of_Benjamin_Button_5.32_p.m.png
850,878,The Curious Case of Benjamin Button 9.55 a.m.png,9,55,"[154.05, 73.12, 395.23, 496.11]",The_Curious_Case_of_Benjamin_Button_9.55_a.m.png,https://static.wikia.nocookie.net/theclock/images/8/8a/The_Curious_Case_of_Benjamin_Button_9.55_a.m.png/revision/latest/scale-to-width-down/185?cb=20210604185922,https://static.wikia.nocookie.net/theclock/images/8/8a/The_Curious_Case_of_Benjamin_Button_9.55_a.m.png
851,879,The Da Vinci Code 5.30 a.m.png,5,30,"[844.81, 289.96, 98.78, 96.18]",The_Da_Vinci_Code_5.30_a.m.png,https://static.wikia.nocookie.net/theclock/images/a/af/The_Da_Vinci_Code_5.30_a.m.png/revision/latest/scale-to-width-down/185?cb=20210603232120,https://static.wikia.nocookie.net/theclock/images/a/af/The_Da_Vinci_Code_5.30_a.m.png
852,880,The Day After 3.38 p.m. 1.png,3,38,"[803.45, 376.66, 281.23, 322.33]",The_Day_After_3.38_p.m._1.png,https://static.wikia.nocookie.net/theclock/images/5/5f/The_Day_After_3.38_p.m._1.png/revision/latest/scale-to-width-down/185?cb=20201223094401,https://static.wikia.nocookie.net/theclock/images/5/5f/The_Day_After_3.38_p.m._1.png
853,881,The Day After 3.39 p.m.png,3,39,"[591.21, 118.96, 847.67, 856.45]",The_Day_After_3.39_p.m.png,https://static.wikia.nocookie.net/theclock/images/5/50/The_Day_After_3.39_p.m.png/revision/latest/scale-to-width-down/185?cb=20201223094413,https://static.wikia.nocookie.net/theclock/images/5/50/The_Day_After_3.39_p.m.png
854,882,The Day of the Jackal 2.32 a.m.png,2,32,"[774.53, 170.42, 762.23, 731.57]",The_Day_of_the_Jackal_2.32_a.m.png,https://static.wikia.nocookie.net/theclock/images/3/34/The_Day_of_the_Jackal_2.32_a.m.png/revision/latest/scale-to-width-down/185?cb=20201229025940,https://static.wikia.nocookie.net/theclock/images/3/34/The_Day_of_the_Jackal_2.32_a.m.png
855,883,The Day of the Jackal 3.01 a.m.png,3,1,"[530.05, 104.16, 526.37, 639.18]",The_Day_of_the_Jackal_3.01_a.m.png,https://static.wikia.nocookie.net/theclock/images/d/df/The_Day_of_the_Jackal_3.01_a.m.png/revision/latest/scale-to-width-down/185?cb=20201229025946,https://static.wikia.nocookie.net/theclock/images/d/df/The_Day_of_the_Jackal_3.01_a.m.png
856,884,The Day of the Jackal 3.57 a.m.png,3,57,"[970.18, 122.62, 418.06, 519.25]",The_Day_of_the_Jackal_3.57_a.m.png,https://static.wikia.nocookie.net/theclock/images/b/b6/The_Day_of_the_Jackal_3.57_a.m.png/revision/latest/scale-to-width-down/185?cb=20201229025951,https://static.wikia.nocookie.net/theclock/images/b/b6/The_Day_of_the_Jackal_3.57_a.m.png
857,885,The Day of the Jackal 4.46 a.m.png,4,46,"[591.9, 123.63, 526.65, 639.14]",The_Day_of_the_Jackal_4.46_a.m.png,https://static.wikia.nocookie.net/theclock/images/9/9f/The_Day_of_the_Jackal_4.46_a.m.png/revision/latest/scale-to-width-down/185?cb=20201229025956,https://static.wikia.nocookie.net/theclock/images/9/9f/The_Day_of_the_Jackal_4.46_a.m.png
858,886,The Day of the Jackal 6.22 p.m. 1.png,6,22,"[428.9, 44.73, 648.3, 883.98]",The_Day_of_the_Jackal_6.22_p.m._1.png,https://static.wikia.nocookie.net/theclock/images/5/50/The_Day_of_the_Jackal_6.22_p.m._1.png/revision/latest/scale-to-width-down/185?cb=20201229030029,https://static.wikia.nocookie.net/theclock/images/5/50/The_Day_of_the_Jackal_6.22_p.m._1.png
859,887,The Day of the Jackal 7.00 p.m.png,7,0,"[852.13, 368.41, 364.12, 369.07]",The_Day_of_the_Jackal_7.00_p.m.png,https://static.wikia.nocookie.net/theclock/images/2/27/The_Day_of_the_Jackal_7.00_p.m.png/revision/latest/scale-to-width-down/185?cb=20201229030038,https://static.wikia.nocookie.net/theclock/images/2/27/The_Day_of_the_Jackal_7.00_p.m.png
860,888,The Day of the Jackal 7.06 p.m.png,7,6,"[650.9, 2.05, 1092.96, 1012.49]",The_Day_of_the_Jackal_7.06_p.m.png,https://static.wikia.nocookie.net/theclock/images/6/63/The_Day_of_the_Jackal_7.06_p.m.png/revision/latest/scale-to-width-down/185?cb=20201229030043,https://static.wikia.nocookie.net/theclock/images/6/63/The_Day_of_the_Jackal_7.06_p.m.png
861,889,The Day of the Jackal 9.17 a.m.png,9,17,"[690.22, 142.78, 549.99, 580.37]",The_Day_of_the_Jackal_9.17_a.m.png,https://static.wikia.nocookie.net/theclock/images/8/83/The_Day_of_the_Jackal_9.17_a.m.png/revision/latest/scale-to-width-down/185?cb=20201229030003,https://static.wikia.nocookie.net/theclock/images/8/83/The_Day_of_the_Jackal_9.17_a.m.png
862,890,The Day of the Jackal 9.44 a.m.png,9,44,"[741.39, 76.03, 166.16, 215.68]",The_Day_of_the_Jackal_9.44_a.m.png,https://static.wikia.nocookie.net/theclock/images/a/ad/The_Day_of_the_Jackal_9.44_a.m.png/revision/latest/scale-to-width-down/185?cb=20201229030008,https://static.wikia.nocookie.net/theclock/images/a/ad/The_Day_of_the_Jackal_9.44_a.m.png
863,891,The Day of the Jackal 9.54 p.m.png,9,54,"[817.47, 321.48, 533.36, 619.03]",The_Day_of_the_Jackal_9.54_p.m.png,https://static.wikia.nocookie.net/theclock/images/8/84/The_Day_of_the_Jackal_9.54_p.m.png/revision/latest/scale-to-width-down/185?cb=20201229030047,https://static.wikia.nocookie.net/theclock/images/8/84/The_Day_of_the_Jackal_9.54_p.m.png
864,892,The Day of the Jackal 10.30 a.m.png,10,30,"[643.0, 33.45, 137.89, 183.4]",The_Day_of_the_Jackal_10.30_a.m.png,https://static.wikia.nocookie.net/theclock/images/b/b3/The_Day_of_the_Jackal_10.30_a.m.png/revision/latest/scale-to-width-down/185?cb=20201229030014,https://static.wikia.nocookie.net/theclock/images/b/b3/The_Day_of_the_Jackal_10.30_a.m.png
865,893,The Day of the Jackal 10.57 a.m.png,10,57,"[722.47, 441.57, 199.86, 237.3]",The_Day_of_the_Jackal_10.57_a.m.png,https://static.wikia.nocookie.net/theclock/images/f/ff/The_Day_of_the_Jackal_10.57_a.m.png/revision/latest/scale-to-width-down/185?cb=20201229030019,https://static.wikia.nocookie.net/theclock/images/f/ff/The_Day_of_the_Jackal_10.57_a.m.png
866,894,The Day of the Jackal 11.00 a.m.png,11,0,"[1724.27, 111.73, 184.45, 176.96]",The_Day_of_the_Jackal_11.00_a.m.png,https://static.wikia.nocookie.net/theclock/images/f/f9/The_Day_of_the_Jackal_11.00_a.m.png/revision/latest/scale-to-width-down/185?cb=20201229030024,https://static.wikia.nocookie.net/theclock/images/f/f9/The_Day_of_the_Jackal_11.00_a.m.png
867,895,The Day of the Locust 3.10 p.m.png,3,10,"[873.35, 422.49, 495.58, 467.74]",The_Day_of_the_Locust_3.10_p.m.png,https://static.wikia.nocookie.net/theclock/images/d/d3/The_Day_of_the_Locust_3.10_p.m.png/revision/latest/scale-to-width-down/185?cb=20210605000334,https://static.wikia.nocookie.net/theclock/images/d/d3/The_Day_of_the_Locust_3.10_p.m.png
868,896,The Day the Earth Caught Fire 11.50 a.m.png,11,50,"[1107.6, 148.3, 188.14, 198.07]",The_Day_the_Earth_Caught_Fire_11.50_a.m.png,https://static.wikia.nocookie.net/theclock/images/d/d5/The_Day_the_Earth_Caught_Fire_11.50_a.m.png/revision/latest/scale-to-width-down/185?cb=20201231130545,https://static.wikia.nocookie.net/theclock/images/d/d5/The_Day_the_Earth_Caught_Fire_11.50_a.m.png
869,897,The Day the Earth Caught Fire 11.55 a.m.png,11,55,"[754.19, 22.94, 495.78, 662.8]",The_Day_the_Earth_Caught_Fire_11.55_a.m.png,https://static.wikia.nocookie.net/theclock/images/1/1c/The_Day_the_Earth_Caught_Fire_11.55_a.m.png/revision/latest/scale-to-width-down/185?cb=20201231130553,https://static.wikia.nocookie.net/theclock/images/1/1c/The_Day_the_Earth_Caught_Fire_11.55_a.m.png
870,898,The Devil Wears Prada 6.16 a.m.png,6,16,"[432.1, 336.99, 357.96, 415.22]",The_Devil_Wears_Prada_6.16_a.m.png,https://static.wikia.nocookie.net/theclock/images/2/22/The_Devil_Wears_Prada_6.16_a.m.png/revision/latest/scale-to-width-down/185?cb=20210310071303,https://static.wikia.nocookie.net/theclock/images/2/22/The_Devil_Wears_Prada_6.16_a.m.png
871,899,The Devil's Brigade 3.29 p.m. 1.png,3,29,"[1131.4, 0.41, 163.51, 116.8]",The_Devil%27s_Brigade_3.29_p.m._1.png,https://static.wikia.nocookie.net/theclock/images/4/4b/The_Devil%27s_Brigade_3.29_p.m._1.png/revision/latest/scale-to-width-down/185?cb=20210401175633,https://static.wikia.nocookie.net/theclock/images/4/4b/The_Devil%27s_Brigade_3.29_p.m._1.png
872,900,The Devil's Brigade 9.00 a.m.png,9,0,"[536.76, 227.25, 645.74, 555.61]",The_Devil%27s_Brigade_9.00_a.m.png,https://static.wikia.nocookie.net/theclock/images/7/78/The_Devil%27s_Brigade_9.00_a.m.png/revision/latest/scale-to-width-down/185?cb=20210401175627,https://static.wikia.nocookie.net/theclock/images/7/78/The_Devil%27s_Brigade_9.00_a.m.png
873,901,The Dish 7.15 a.m.png,7,15,"[1070.99, 152.44, 72.17, 78.48]",The_Dish_7.15_a.m.png,https://static.wikia.nocookie.net/theclock/images/0/02/The_Dish_7.15_a.m.png/revision/latest/scale-to-width-down/185?cb=20201222080713,https://static.wikia.nocookie.net/theclock/images/0/02/The_Dish_7.15_a.m.png
874,902,The Dish 12.51 p.m.png,12,51,"[534.03, 162.53, 769.76, 828.46]",The_Dish_12.51_p.m.png,https://static.wikia.nocookie.net/theclock/images/a/a6/The_Dish_12.51_p.m.png/revision/latest/scale-to-width-down/185?cb=20201222080727,https://static.wikia.nocookie.net/theclock/images/a/a6/The_Dish_12.51_p.m.png
875,903,The Dish 12.55 p.m.png,12,55,"[434.8, 43.33, 929.29, 1010.61]",The_Dish_12.55_p.m.png,https://static.wikia.nocookie.net/theclock/images/7/72/The_Dish_12.55_p.m.png/revision/latest/scale-to-width-down/185?cb=20201222080734,https://static.wikia.nocookie.net/theclock/images/7/72/The_Dish_12.55_p.m.png
876,904,The Elephant Man 8.31 a.m.png,8,31,"[1107.11, 336.6, 334.38, 259.55]",The_Elephant_Man_8.31_a.m.png,https://static.wikia.nocookie.net/theclock/images/2/22/The_Elephant_Man_8.31_a.m.png/revision/latest/scale-to-width-down/185?cb=20220814074410,https://static.wikia.nocookie.net/theclock/images/2/22/The_Elephant_Man_8.31_a.m.png
877,905,The Evil Dead 5.52 p.m.png,5,52,"[406.52, 3.61, 1110.26, 1024.82]",The_Evil_Dead_5.52_p.m.png,https://static.wikia.nocookie.net/theclock/images/d/d1/The_Evil_Dead_5.52_p.m.png/revision/latest/scale-to-width-down/185?cb=20200731093533,https://static.wikia.nocookie.net/theclock/images/d/d1/The_Evil_Dead_5.52_p.m.png
878,906,The Exorcism of Emily Rose 3.00 a.m. 1.png,3,0,"[450.62, 7.07, 859.52, 778.11]",The_Exorcism_of_Emily_Rose_3.00_a.m._1.png,https://static.wikia.nocookie.net/theclock/images/9/9e/The_Exorcism_of_Emily_Rose_3.00_a.m._1.png/revision/latest/scale-to-width-down/185?cb=20200820000318,https://static.wikia.nocookie.net/theclock/images/9/9e/The_Exorcism_of_Emily_Rose_3.00_a.m._1.png
879,907,The Exorcist 12.06 p.m.png,12,6,"[522.32, 53.15, 691.85, 980.49]",The_Exorcist_12.06_p.m.png,https://static.wikia.nocookie.net/theclock/images/3/36/The_Exorcist_12.06_p.m.png/revision/latest/scale-to-width-down/185?cb=20210325194414,https://static.wikia.nocookie.net/theclock/images/3/36/The_Exorcist_12.06_p.m.png
880,908,The Fifth Cord 10.44 p.m.png,10,44,"[462.96, 51.85, 969.42, 971.4]",The_Fifth_Cord_10.44_p.m.png,https://static.wikia.nocookie.net/theclock/images/2/22/The_Fifth_Cord_10.44_p.m.png/revision/latest/scale-to-width-down/185?cb=20200818154838,https://static.wikia.nocookie.net/theclock/images/2/22/The_Fifth_Cord_10.44_p.m.png
881,909,The Fifth Cord 11.02 p.m.png,11,2,"[542.13, 112.11, 788.19, 859.05]",The_Fifth_Cord_11.02_p.m.png,https://static.wikia.nocookie.net/theclock/images/d/d9/The_Fifth_Cord_11.02_p.m.png/revision/latest/scale-to-width-down/185?cb=20200818154850,https://static.wikia.nocookie.net/theclock/images/d/d9/The_Fifth_Cord_11.02_p.m.png
882,910,The Fire Within 9.05 p.m.png,9,5,"[1240.06, 693.89, 129.88, 121.56]",The_Fire_Within_9.05_p.m.png,https://static.wikia.nocookie.net/theclock/images/5/5e/The_Fire_Within_9.05_p.m.png/revision/latest/scale-to-width-down/185?cb=20210407173131,https://static.wikia.nocookie.net/theclock/images/5/5e/The_Fire_Within_9.05_p.m.png
883,911,The First Great Train Robbery 2.30 a.m.png,2,30,"[760.1, 260.27, 683.21, 681.35]",The_First_Great_Train_Robbery_2.30_a.m.png,https://static.wikia.nocookie.net/theclock/images/2/2e/The_First_Great_Train_Robbery_2.30_a.m.png/revision/latest/scale-to-width-down/185?cb=20210105022326,https://static.wikia.nocookie.net/theclock/images/2/2e/The_First_Great_Train_Robbery_2.30_a.m.png
884,912,The Flower of My Secret 10.14 a.m.png,10,14,"[1590.66, 355.64, 243.14, 246.22]",The_Flower_of_My_Secret_10.14_a.m.png,https://static.wikia.nocookie.net/theclock/images/3/32/The_Flower_of_My_Secret_10.14_a.m.png/revision/latest/scale-to-width-down/185?cb=20210330061057,https://static.wikia.nocookie.net/theclock/images/3/32/The_Flower_of_My_Secret_10.14_a.m.png
885,913,The Fog (1980) 5.35 p.m.png,5,35,"[982.85, 178.46, 471.37, 510.44]",The_Fog_%281980%29_5.35_p.m.png,https://static.wikia.nocookie.net/theclock/images/4/40/The_Fog_%281980%29_5.35_p.m.png/revision/latest/scale-to-width-down/185?cb=20200731073421,https://static.wikia.nocookie.net/theclock/images/4/40/The_Fog_%281980%29_5.35_p.m.png
886,914,The Fog (1980) 9.49 p.m.png,9,49,"[1360.24, 147.87, 355.8, 386.81]",The_Fog_%281980%29_9.49_p.m.png,https://static.wikia.nocookie.net/theclock/images/4/46/The_Fog_%281980%29_9.49_p.m.png/revision/latest/scale-to-width-down/185?cb=20200731073537,https://static.wikia.nocookie.net/theclock/images/4/46/The_Fog_%281980%29_9.49_p.m.png
887,915,The Fog (1980) 12.04 a.m. 2.png,12,4,"[1223.36, 5.19, 218.83, 206.31]",The_Fog_%281980%29_12.04_a.m._2.png,https://static.wikia.nocookie.net/theclock/images/6/6c/The_Fog_%281980%29_12.04_a.m._2.png/revision/latest/scale-to-width-down/185?cb=20200731073410,https://static.wikia.nocookie.net/theclock/images/6/6c/The_Fog_%281980%29_12.04_a.m._2.png
888,916,The Fortune Cookie 7.17 p.m.png,7,17,"[1504.89, 1.74, 155.4, 165.07]",The_Fortune_Cookie_7.17_p.m.png,https://static.wikia.nocookie.net/theclock/images/9/95/The_Fortune_Cookie_7.17_p.m.png/revision/latest/scale-to-width-down/185?cb=20201221085136,https://static.wikia.nocookie.net/theclock/images/9/95/The_Fortune_Cookie_7.17_p.m.png
889,917,The Gentle Gunman 11.26 p.m.png,11,26,"[317.04, 119.26, 211.17, 205.88]",The_Gentle_Gunman_11.26_p.m.png,https://static.wikia.nocookie.net/theclock/images/c/c4/The_Gentle_Gunman_11.26_p.m.png/revision/latest/scale-to-width-down/185?cb=20200504092515,https://static.wikia.nocookie.net/theclock/images/c/c4/The_Gentle_Gunman_11.26_p.m.png
890,918,The Gentle Gunman 11.29 p.m.png,11,29,"[170.8, 9.66, 367.88, 440.73]",The_Gentle_Gunman_11.29_p.m.png,https://static.wikia.nocookie.net/theclock/images/5/50/The_Gentle_Gunman_11.29_p.m.png/revision/latest/scale-to-width-down/185?cb=20200504092517,https://static.wikia.nocookie.net/theclock/images/5/50/The_Gentle_Gunman_11.29_p.m.png
891,919,The Getaway 8.35 a.m.png,8,35,"[875.38, 192.43, 223.05, 218.91]",The_Getaway_8.35_a.m.png,https://static.wikia.nocookie.net/theclock/images/6/6b/The_Getaway_8.35_a.m.png/revision/latest/scale-to-width-down/185?cb=20200803055406,https://static.wikia.nocookie.net/theclock/images/6/6b/The_Getaway_8.35_a.m.png
892,920,The Getaway 8.52 a.m.png,8,52,"[550.41, 269.43, 482.35, 486.08]",The_Getaway_8.52_a.m.png,https://static.wikia.nocookie.net/theclock/images/0/04/The_Getaway_8.52_a.m.png/revision/latest/scale-to-width-down/185?cb=20200803055446,https://static.wikia.nocookie.net/theclock/images/0/04/The_Getaway_8.52_a.m.png
